regime_id,world_id,true_margin,proposal_noise,proposal_margin_estimate,adoption_threshold,research_cost,gross_descendant_gain,project_success,oracle_adopt,learned_adopt,realized_project_value,oracle_value,learned_value,frontier_value,safe_retention_burden,frontier_retention_burden,safe_operating_frontier,frontier_operating_frontier,safe_bridge_capability,frontier_bridge_capability,cash_feasible,structural_valid,record_hash
adversarial_margin,1,-0.027008117603021155,0.014322337596423627,-0.012685780006597529,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,3f5eafd75159eeed80faaab339ba7fd5b6d053327294273a7b1583cc6a666ad5
adversarial_margin,2,-0.027008117603021155,0.014911930718105138,-0.012096186884916017,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,5ccdc94c64688c60bacadda6c5d858424d5462415b89d46e263970c0dccd47e3
adversarial_margin,3,-0.027008117603021155,0.0014521024075853789,-0.025556015195435777,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,dff2d63ef3b9cecc56469394761c6b151461156973256d1b2f0ba0d4e3d74d8a
adversarial_margin,4,-0.027008117603021155,0.017514590410281288,-0.0094935271927398673,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,204c1ad04095e125be7f464d02bc486a91da660fa9b82cc92319709d431c3a3d
adversarial_margin,5,-0.027008117603021155,0.0094224875176788826,-0.017585630085342273,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,7a225a9212d08aaa812e7801618f5dfe260d65c99137ae78f5bd55affdc7f50f
adversarial_margin,6,-0.027008117603021155,0.014548875332941686,-0.01245924227007947,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,f4ef873a472898662f0530045c1d9e922aed156bf0a0cd63726828e0bf02511e
adversarial_margin,7,-0.027008117603021155,-0.0044866345614895742,-0.031494752164510732,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,a3cf84bc087bc184e691d739741f11536367ce964a17f2b52906c2ec05a96f9a
adversarial_margin,8,-0.027008117603021155,-0.0046535561110908116,-0.031661673714111965,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,2568165ce209afd1bccc6cb61a0e8dac478acdcf3b0ff8569d03c2169e38d763
adversarial_margin,9,-0.027008117603021155,-0.008556017705131579,-0.035564135308152736,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,bd0f4c95d1d83ac801ce1527598fb15d4771031e5421baaec27c949f0082b3d7
adversarial_margin,10,-0.027008117603021155,-0.0091784914816610275,-0.036186609084682186,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,833369a7bf25b4f53ef9d87d6d4997449c595f2c2f5cf1de2c98315ed6f91e25
adversarial_margin,11,-0.027008117603021155,0.0021633260466707889,-0.024844791556350367,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,2ab21c4a9de294dec08604d8ca38e3b0a1cf53f52b392aa78617c1b172d86125
adversarial_margin,12,-0.027008117603021155,-0.016064995466128374,-0.04307311306914953,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,4174ae5adbaa5f6f1b7ea4920927b7e10f3ce8207aa1eba02696a5287c412814
adversarial_margin,13,-0.027008117603021155,0.001753443600116947,-0.025254674002904209,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,124d37b9b837837b71bf318dc0121b81759736b94e4ba46eee263a4f8f31e879
adversarial_margin,14,-0.027008117603021155,-0.01646204090498422,-0.043470158508005376,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,2b5f836efcbdb7d90ad11b726ff92d7d400c2b385884998844b5a16526ce0502
adversarial_margin,15,-0.027008117603021155,0.027180279602123728,0.00017216199910257204,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,900b0fde9e6c4ad685574e5bae00c37dffa3062014ebb6f993c95c16d8bd489c
adversarial_margin,16,-0.027008117603021155,-0.0092708561719016067,-0.036278973774922764,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,a3520cea0bb4f3104445f5971ba8fa2a34b67cf53b9a0a3a7b30e94c551ef341
adversarial_margin,17,-0.027008117603021155,0.015935667386741539,-0.011072450216279617,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,69ae43e1d924bc6c4990094288a3b7e2c1f3ecad97f9276da0553082e1c00c70
adversarial_margin,18,-0.027008117603021155,-0.015350367201708508,-0.04235848480472966,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,59f8357451ec9d91a3055552c68f8b1731067a28ddc561b14736959304302bd2
adversarial_margin,19,-0.027008117603021155,0.016128420768275795,-0.010879696834745361,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,d11f4eb7d4cf36f5d6e70278e4a9568e2c3a2b412218745bea8849398432b091
adversarial_margin,20,-0.027008117603021155,0.0012260337209186809,-0.025782083882102475,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,a58fcfc44ce01e3ec8073470b0c4e333c6b9f32dba8591ba0b8738660fa25c42
adversarial_margin,21,-0.027008117603021155,-0.0040714029309976297,-0.031079520534018787,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,f732339e94787e5e71a94e9936be9ad38148d5c3e5cbf35a6e43abee5c5b377e
adversarial_margin,22,-0.027008117603021155,0.037793867346795462,0.010785749743774307,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,92bf6c0c25e96eb28372fcb157075c6d4312dae2b2ac3a37f14ae1c9b637a5ba
adversarial_margin,23,-0.027008117603021155,-0.012421102801625776,-0.039429220404646928,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,58689bec8d37907fd01baf24aeb71018610bbdeffc3f60ad9da0a6925a0621ee
adversarial_margin,24,-0.027008117603021155,-0.024429168875598074,-0.051437286478619226,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,fa09bcd192d54c0978c2d2fb95a36743d6b04a37f4393d87de0f01a2422dd4c1
adversarial_margin,25,-0.027008117603021155,0.00090453775614624692,-0.026103579846874909,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,ec41990e3df3d99cdea189250a9f86fb32cb6a0713b6d7dd2810b0879abf089b
adversarial_margin,26,-0.027008117603021155,0.006739080536578756,-0.0202690370664424,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,aa4f561f6f6a9f21b6967c913856f4ee62b7d38c5a7650705e7d2dbf5da99fef
adversarial_margin,27,-0.027008117603021155,0.026878847473778923,-0.00012927012924223227,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,d9e82fc77b0b23424842ae3b89217609330f25ec532116371fc61eb0d2aebbef
adversarial_margin,28,-0.027008117603021155,-0.0061712123739077482,-0.033179329976928906,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,85132105467da99fd420e7edef53813775279a2357e64fd82206daff6689c2ca
adversarial_margin,29,-0.027008117603021155,0.032941693838953012,0.0059335762359318568,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,826bd10183dca84d5181d2dc4eeb54bc2b3f14505e46103912676e755f6e1100
adversarial_margin,30,-0.027008117603021155,-0.0024343398866997199,-0.029442457489720877,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,838c21365a711a793c54e0c5d6cfb20cda180c964a4988867fa520ba4f3b985e
adversarial_margin,31,-0.027008117603021155,0.034913803035812992,0.0079056854327918362,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,1b6cfc72b39fc0b1d42aee093c62ebb1ee8eb4ff38bb470cafbb4a6156523cb5
adversarial_margin,32,-0.027008117603021155,0.019526171331209461,-0.0074819462718116944,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,1df777206aa0159945591bdbe5c90601d90401b11b40f12e15c0282f6196605c
adversarial_margin,33,-0.027008117603021155,0.0039691352750785627,-0.023038982327942593,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,679f1479edb637c8291efb926b46e8a460d247965dc76778a9567bc6adf22987
adversarial_margin,34,-0.027008117603021155,-0.0062964887506222452,-0.0333046063536434,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,4b4afc7f149cc767cec8cd612adba85b85387d3728e287bea25b2c5499a67674
adversarial_margin,35,-0.027008117603021155,0.0067966461380779067,-0.020211471464943249,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,c7235d7d6fface6277a15f0ef85b598a18a3f0985c72321ef5163fa44fd249ce
adversarial_margin,36,-0.027008117603021155,0.003387108672016251,-0.023621008931004904,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,7e260ca1c35c5570d544009ceaa89b2e1cafbe0b19aacbdc06849fbb808f4901
adversarial_margin,37,-0.027008117603021155,-0.024546002966608426,-0.051554120569629582,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,647259e87b27f0ffd5a1b3035bf369092adce7f15cada6ada9d77b3985356f87
adversarial_margin,38,-0.027008117603021155,-0.014528983951986789,-0.041537101555007942,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,98cafcacdf0cc639ec297b659b1ae10582828d385af1cbb2b8cf7f42fc465e78
adversarial_margin,39,-0.027008117603021155,-0.0045692730028625899,-0.031577390605883743,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,b2679ec2eb8ba0811ea3605525e1c0640925162853bf7798915bb13b684f0c9b
adversarial_margin,40,-0.027008117603021155,0.0045149947585915208,-0.022493122844429635,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,ac880b1fa9dcc48a971fc5ba8003ce8609fab903ffb8d98e1c5788c12f96f958
adversarial_margin,41,-0.027008117603021155,0.034282970401912083,0.0072748527988909274,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,bc46dd61a629748bdb7150f217ecad830afd04be9c6960e27822734c1702440e
adversarial_margin,42,-0.027008117603021155,-0.0026757998191183018,-0.029683917422139456,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,d6e85e890409f5aaa5b694272f4ee79abc0e0094895a8b9fa1e34ab082582ec2
adversarial_margin,43,-0.027008117603021155,-0.016244530389571323,-0.043252647992592479,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,62bb0de5b8003754dc056a8c90e4dd48bf4bf1b63be0f3f3965b1b7d8a06b60a
adversarial_margin,44,-0.027008117603021155,-0.0042924183745827876,-0.031300535977603947,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,075cdfcf23339730398a9b0057fdae5e6b493492728b68d489cdc0fc61aa464d
adversarial_margin,45,-0.027008117603021155,0.0039052894984414671,-0.023102828104579688,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,884bc6b322545ee121ee7b80aaf529c8ef5f9c643ee66275ecf73cb8af0cf706
adversarial_margin,46,-0.027008117603021155,0.0079508029358777623,-0.019057314667143395,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,a50cc852a87494adcd0a59fdc07d73b94870e527729e0063bbc08a340892ff18
adversarial_margin,47,-0.027008117603021155,0.0068273811198678374,-0.020180736483153317,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,bb0ba8ec69e8b97d45ec0a196f544bcb6fe18b7efc2954a440ea3b26d3755de5
adversarial_margin,48,-0.027008117603021155,-0.0012684745782994529,-0.028276592181320608,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,ed1170f4e05e673344c9666c7c5ed7ae9fea482c9e3258aa8815ca40a66ca70a
adversarial_margin,49,-0.027008117603021155,0.022141767331640985,-0.0048663502713801703,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,b3670ca2fc5f9208ab2d491da199cc8509ffaeac34ff6ca030cd8c4626360385
adversarial_margin,50,-0.027008117603021155,0.0037041481919757114,-0.023303969411045445,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,6d040835b925d0f1c8ab8c1c26ebfebb344e084daa5924d5fdbe5ad5976f1d9b
adversarial_margin,51,-0.027008117603021155,-0.0096452975754229772,-0.036653415178444129,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,7b6d25daf89935f874baa1f91ef953a6febfec1e4152053fb953b8432c08d52b
adversarial_margin,52,-0.027008117603021155,0.01302146043165592,-0.013986657171365236,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,c7ef1a8fae25e7d9d9744d27ae74e1138aceaa8c7d12b6b09be82360f960a4fa
adversarial_margin,53,-0.027008117603021155,0.0052540757005635737,-0.021754041902457583,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,ff61fff0d4bf614658e660f5c2a1a6a2671f69b328f9a7df46b312ed58088bdd
adversarial_margin,54,-0.027008117603021155,-0.0074894765785121662,-0.034497594181533323,0.027008117603021155,0.054016235206042311,0.030930756090406509,true,false,false,-0.023394786676539867,0,0,0,3,3,1,1,true,false,true,true,849d4ef4618b4b06dfd9b240cd26bdbf9dbd6ba61bf4c0c05f5d55eb490afe9b
adversarial_margin,55,-0.027008117603021155,-0.026329854028153667,-0.053337971631174819,0.027008117603021155,0.054016235206042311,0.030930756090406509,false,false,false,-0.054016235206042311,0,0,0,3,3,1,1,true,false,true,true,454cb56d11cb1ebf1932ac0caaced69825bf70217cfb14bed98c58dd6bc54fdc
