family,size,algorithm_id,algorithm,solved_n,registered_n,solved_fraction,trace_join_key
adversarial,large,complete_enumeration,Enumeration,0,1,0.0,adversarial|large|complete_enumeration|primary
adversarial,large,requirement_mask_dp,Mask DP,1,1,1.0,adversarial|large|requirement_mask_dp|primary
adversarial,large,jump_highs_tagged_cover,HiGHS MIP,7,7,1.0,adversarial|large|jump_highs_tagged_cover|primary
adversarial,large,weighted_greedy,Weighted greedy,7,7,1.0,adversarial|large|weighted_greedy|primary
adversarial,large,cardinality_greedy,Cardinality greedy,7,7,1.0,adversarial|large|cardinality_greedy|primary
adversarial,large,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,7,7,1.0,adversarial|large|weighted_greedy_reverse_delete|primary
adversarial,large,heaviest_safe_first,Heaviest safe first,7,7,1.0,adversarial|large|heaviest_safe_first|primary
adversarial,large,lightest_safe_first,Lightest safe first,7,7,1.0,adversarial|large|lightest_safe_first|primary
adversarial,large,maximum_immediate_burden_release,Maximum immediate release,7,7,1.0,adversarial|large|maximum_immediate_burden_release|primary
adversarial,large,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,7,7,1.0,adversarial|large|minimum_unique_carrier_exposure|primary
adversarial,large,declared_source_order,Declared source order,7,7,1.0,adversarial|large|declared_source_order|primary
adversarial,large,random_order_rechecked_deletion,Random-order deletion,7,7,1.0,adversarial|large|random_order_rechecked_deletion|primary
adversarial,large,multistart_random_rechecked_deletion_32,32-start random deletion,7,7,1.0,adversarial|large|multistart_random_rechecked_deletion_32|primary
adversarial,medium,complete_enumeration,Enumeration,1,6,0.16666666666666666,adversarial|medium|complete_enumeration|primary
adversarial,medium,requirement_mask_dp,Mask DP,7,7,1.0,adversarial|medium|requirement_mask_dp|primary
adversarial,medium,jump_highs_tagged_cover,HiGHS MIP,7,7,1.0,adversarial|medium|jump_highs_tagged_cover|primary
adversarial,medium,weighted_greedy,Weighted greedy,7,7,1.0,adversarial|medium|weighted_greedy|primary
adversarial,medium,cardinality_greedy,Cardinality greedy,7,7,1.0,adversarial|medium|cardinality_greedy|primary
adversarial,medium,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,7,7,1.0,adversarial|medium|weighted_greedy_reverse_delete|primary
adversarial,medium,heaviest_safe_first,Heaviest safe first,7,7,1.0,adversarial|medium|heaviest_safe_first|primary
adversarial,medium,lightest_safe_first,Lightest safe first,7,7,1.0,adversarial|medium|lightest_safe_first|primary
adversarial,medium,maximum_immediate_burden_release,Maximum immediate release,7,7,1.0,adversarial|medium|maximum_immediate_burden_release|primary
adversarial,medium,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,7,7,1.0,adversarial|medium|minimum_unique_carrier_exposure|primary
adversarial,medium,declared_source_order,Declared source order,7,7,1.0,adversarial|medium|declared_source_order|primary
adversarial,medium,random_order_rechecked_deletion,Random-order deletion,7,7,1.0,adversarial|medium|random_order_rechecked_deletion|primary
adversarial,medium,multistart_random_rechecked_deletion_32,32-start random deletion,7,7,1.0,adversarial|medium|multistart_random_rechecked_deletion_32|primary
adversarial,small,complete_enumeration,Enumeration,7,7,1.0,adversarial|small|complete_enumeration|primary
adversarial,small,requirement_mask_dp,Mask DP,7,7,1.0,adversarial|small|requirement_mask_dp|primary
adversarial,small,jump_highs_tagged_cover,HiGHS MIP,7,7,1.0,adversarial|small|jump_highs_tagged_cover|primary
adversarial,small,weighted_greedy,Weighted greedy,7,7,1.0,adversarial|small|weighted_greedy|primary
adversarial,small,cardinality_greedy,Cardinality greedy,7,7,1.0,adversarial|small|cardinality_greedy|primary
adversarial,small,weighted_greedy_reverse_delete,Weighted greedy + reverse deletion,7,7,1.0,adversarial|small|weighted_greedy_reverse_delete|primary
adversarial,small,heaviest_safe_first,Heaviest safe first,7,7,1.0,adversarial|small|heaviest_safe_first|primary
adversarial,small,lightest_safe_first,Lightest safe first,7,7,1.0,adversarial|small|lightest_safe_first|primary
adversarial,small,maximum_immediate_burden_release,Maximum immediate release,7,7,1.0,adversarial|small|maximum_immediate_burden_release|primary
adversarial,small,minimum_unique_carrier_exposure,Minimum unique-carrier exposure,7,7,1.0,adversarial|small|minimum_unique_carrier_exposure|primary
adversarial,small,declared_source_order,Declared source order,7,7,1.0,adversarial|small|declared_source_order|primary
adversarial,small,random_order_rechecked_deletion,Random-order deletion,7,7,1.0,adversarial|small|random_order_rechecked_deletion|primary
adversarial,small,multistart_random_rechecked_deletion_32,32-start random deletion,7,7,1.0,adversarial|small|multistart_random_rechecked_deletion_32|primary
small_exact,N11-R10,complete_enumeration,Enumeration,4,4,1.0,small_exact|N11-R10|complete_enumeration|primary
