model_id,model_family,evidence_label,term,estimate,standard_error,ci_lower_95,ci_upper_95,p_value,holm_p_value,population_n,fitted_n
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,intercept,-1.0500788834700026,3.279980722465055,-7.478722969487176,5.378565202547172,0.7488562291197258,,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,log2_strategy_count,0.17175834440460008,0.29581240696347244,-0.4080233194239114,0.7515400082331116,0.5614880562759237,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,log2_requirement_count,-0.0026061911945821897,0.4688343877653968,-0.9215047059286461,0.9162923235394818,0.9955646832623986,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,frontier_row_share,1.834232360690361,0.7727830912904169,0.3196053338996152,3.348859387481107,0.01761843631331428,0.7223558888458854,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,coverage_density,0.6332254920511189,0.09982820070963658,0.43756581401879535,0.8288851700834424,2.2511059682983614e-10,9.679755663682954e-9,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,module_overlap,0.09682487000530487,0.08473775533732636,-0.06925807858662153,0.2629078185972313,0.2531874963680574,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,bundle_prevalence,0.06119064947664374,0.09775353160178189,-0.1304027518244468,0.25278405077773425,0.5313354824334708,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,unique_carrier_frequency,0.7833213002398743,0.10225431898361739,0.5829065177683139,0.9837360827114348,1.84297022087776e-14,8.109068971862143e-13,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,weight_dispersion,-0.1340603821631222,0.08521188109926578,-0.30107260017259246,0.03295183584634809,0.11565879542865343,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,frontier_module_correlation,-0.38137791076279737,0.09948129661823281,-0.57635766926988,-0.1863981522557148,0.00012624832871255265,0.005302429805927211,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,replicate_2,0.26465293484533686,0.16698191881284521,-0.06262561209723105,0.5919314817879048,0.1129845770080109,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[cardinality_greedy],-0.6378482253597559,4.696666236087556,-9.84314489549666,8.567448444777149,0.8919724981176995,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[declared_source_order],-3.6550268429888564,4.476587892806547,-12.42897788651774,5.118924200540027,0.41422791059746844,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[heaviest_safe_first],4.867631239207325,5.118279433267358,-5.164012112808775,14.899274591223426,0.3415897470728655,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[lightest_safe_first],-8.217908960789085,5.92670087541276,-19.834029223740103,3.3982113021619345,0.1655665725432489,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[maximum_immediate_burden_release],4.992053424444005,5.152050690631251,-5.105780375717958,15.089887224605967,0.3325726636952031,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[minimum_unique_carrier_exposure],0.8959552830124429,5.4205303825545466,-9.72808904389959,11.519999609924476,0.8687163369095536,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[multistart_random_rechecked_deletion_32],-0.09558388964549303,4.534661705034029,-8.983357513585183,8.792189734294197,0.9831830315717152,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[random_order_rechecked_deletion],-4.358108805498867,4.61051655247343,-13.394555198472565,4.6783375874748305,0.3445292618511122,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[weighted_greedy_reverse_delete],7.083931700374677,6.725372895950893,-6.097556958290918,20.26542035904027,0.29219694966518994,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[cardinality_greedy]:log2_strategy_count,-0.32065879158385197,0.4271108979943798,-1.1577807690573971,0.5164631858896933,0.45279567756417327,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[cardinality_greedy]:log2_requirement_count,0.019532620659653454,0.6769962309715355,-1.3073556097139158,1.346420851033223,0.9769827159982478,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[declared_source_order]:log2_strategy_count,0.04509737530324663,0.40452866179679936,-0.7477642325326642,0.8379589831391575,0.9112347049687544,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[declared_source_order]:log2_requirement_count,0.22783726698129486,0.6405018131035053,-1.0275232187341803,1.4831977526967701,0.7220526487275465,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[heaviest_safe_first]:log2_strategy_count,-0.3085902144856228,0.46248866872188743,-1.2150513484383982,0.5978709194671528,0.5046198456527411,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[heaviest_safe_first]:log2_requirement_count,-0.3525250880379947,0.7359799636377997,-1.7950193101111807,1.0899691340351914,0.6319476322193371,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[lightest_safe_first]:log2_strategy_count,-0.3200744632004855,0.5140162309149958,-1.3275277632629012,0.6873788368619302,0.5334860862514468,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[lightest_safe_first]:log2_requirement_count,1.1923766564288016,0.861348943608835,-0.49583625116613694,2.8805895640237402,0.1662625938318556,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[maximum_immediate_burden_release]:log2_strategy_count,-0.2915399161565444,0.46310603034755504,-1.1992110566610656,0.6161312243479767,0.529001036877345,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[maximum_immediate_burden_release]:log2_requirement_count,-0.4077371843004612,0.7379363653965314,-1.854065883360052,1.0385915147591298,0.5805804557906149,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[minimum_unique_carrier_exposure]:log2_strategy_count,0.1490968882465008,0.5008029587710485,-0.8324588742958519,1.1306526507888535,0.7659201827894417,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[minimum_unique_carrier_exposure]:log2_requirement_count,-0.1310601557404083,0.7829227774513188,-1.665560602221061,1.4034402907402443,0.8670564478889395,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[multistart_random_rechecked_deletion_32]:log2_strategy_count,-0.8177289540240268,0.41751973443462814,-1.6360525963506256,0.0005946883025721439,0.050166723361608545,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[multistart_random_rechecked_deletion_32]:log2_requirement_count,0.9798841285648789,0.6624064899440775,-0.31840873485110643,2.2781769919808643,0.1390657152520829,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[random_order_rechecked_deletion]:log2_strategy_count,-0.29321765295877816,0.41772964745432206,-1.1119527172438632,0.525517411326307,0.4827218013251817,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[random_order_rechecked_deletion]:log2_requirement_count,0.6977983496511729,0.6647401813561736,-0.6050684648835513,2.000665164185897,0.29384182456526986,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[weighted_greedy_reverse_delete]:log2_strategy_count,0.22070720233802274,0.5848496097266234,-0.9255769690984654,1.366991373774511,0.705895475449412,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,algorithm[weighted_greedy_reverse_delete]:log2_requirement_count,-1.2152593297877274,0.987274916194616,-3.150282608368975,0.7197639487935201,0.21835169167581414,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[2],0.03320679041456793,0.3368077722237323,-0.6269243128571174,0.6933378936862533,0.9214616598068037,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[3],0.4136030718851065,0.3550810335329151,-0.28234296543266635,1.1095491092028793,0.24409461802398513,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[4],-0.006390979207388862,0.3363000754081928,-0.665527015005551,0.6527450565907733,0.9848380743893363,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[5],-0.013458337460719024,0.363136942941869,-0.7251936670827588,0.6982769921613208,0.9704361063755822,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[6],-0.31416458227857436,0.3332313436063508,-0.9672860142669135,0.3389568497097648,0.34579231348036976,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[7],-0.15981127584873966,0.34941469259863805,-0.8446514890112045,0.5250289373137251,0.6474061974443273,1.0,1110,1110
structured_reference_attainment_exploratory,reference_attainment,EXPLORATORY_NOT_PRESPECIFIED,lane[8],0.0213719378212945,0.3350892417852356,-0.6353909076846014,0.6781347833271905,0.9491455318832893,1.0,1110,1110
