audit_id,audit_label,schedule_id,method,objective,source_size,selected_size,source_burden,selected_burden,burden_saved,burden_saved_share,exact_frontier_preserved,locked_tolerance_frontier_preserved,exact_closure_preserved,modules_retained,target_modules,ex_post_enabled_descendant_opportunity_quality,ex_post_quality_change,quality_timing,solver_claimed_optimal,solver_termination_status,exact_postsolve_selected_library_verified,exact_global_optimality_by_enumeration,solver_tolerances_used_as_proof,maximum_integrality_residual,selected_library_certificate_sha256,selected_strategy_ids,retained_module_ids
locked_terminal_v1,Locked terminal audit,uniform_cardinality,global_safe,cardinality,80,25,80//1,25//1,55//1,11//16,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",true,OPTIMAL,true,false,false,0.0,28dc3fac021e99f2fb9c87580c24bdbb805f45bccca1effe94000ab7e4a241a8,DIA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10;HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1;IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1;LQD__momentum_60__always__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__trend_100__h20__half__horizon__notional_cap_1;SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,uniform_cardinality,stepwise_safe,comparator,80,25,80//1,25//1,55//1,11//16,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,true,false,false,0.0,00b230a86773ee5c949a517ff571acbcbe987b66140c49354c1730c7a1bdb95f,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;HYG__momentum_20__always__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1;KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1;LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__always__h20__half__horizon__vol_target_10;SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__always__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,uniform_cardinality,frontier_only,comparator,80,3,80//1,3//1,77//1,77//80,true,true,false,12,38,8050087745711267//72057594037927936,-56049965312771//36028797018963968,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,false,false,false,0.0,4c47252085ba3633fa9ca54ab33649d5ebc8d3616c646de1e063555ab55444f8,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;instrument:IEF;instrument:QQQ;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,nonshared_modules,global_safe,weight,80,25,80//1,25//1,55//1,11//16,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",true,OPTIMAL,true,false,false,0.0,662bb71da459bdc7838358f27a7d7823cab4ca4c36706414e5ce8febedd6cdcd,DIA__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__half__horizon__vol_target_10;HYG__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1;IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1;LQD__momentum_60__always__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__trend_100__h20__half__horizon__notional_cap_1;SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__trend_100__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,nonshared_modules,stepwise_safe,comparator,80,25,80//1,25//1,55//1,11//16,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,true,false,false,0.0,f7e234cd01f481e2124d4bff54193a66afbe05f88c6f208b6463c396e49d064a,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;HYG__momentum_20__always__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1;KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1;LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__always__h20__half__horizon__vol_target_10;SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__always__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,nonshared_modules,frontier_only,comparator,80,3,80//1,3//1,77//1,77//80,true,true,false,12,38,8050087745711267//72057594037927936,-56049965312771//36028797018963968,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,false,false,false,0.0,6dee349823ef700d66fc93aa192bf4e25d2a02dd54cb8a24da2ba4ab53f93e33,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;instrument:IEF;instrument:QQQ;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,validation_computation,global_safe,weight,80,25,1558//1,338//1,1220//1,610//779,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",true,OPTIMAL,true,false,false,0.0,488155ede803d2631a8953304c8b5f29921928c43e7ef95c1b66aa0a12f5753f,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;EMB__momentum_60__always__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1;FXI__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__half__horizon__vol_target_10;GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1;HYG__momentum_20__always__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1;IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1;LQD__momentum_60__always__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__always__h20__half__horizon__notional_cap_1;SLV__momentum_20__trend_100__h5__half__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__always__h20__unit__signal_flip__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__half__signal_flip__vol_target_10;USO__momentum_60__always__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__half__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__half__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,validation_computation,stepwise_safe,comparator,80,25,1558//1,450//1,1108//1,554//779,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,true,false,false,0.0,0f83f00d5f5ed2811cd3f89779e1300f075a8655faf39da10245a5324845db1d,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__half__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__vol_target_10;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;HYG__momentum_20__always__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;IYR__momentum_60__trend_100__h20__unit__horizon__notional_cap_1;KRE__mean_reversion_5__trend_100__h20__unit__horizon__notional_cap_1;LQD__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__always__h20__half__horizon__vol_target_10;SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h20__unit__signal_flip__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__always__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,validation_computation,frontier_only,comparator,80,3,1558//1,64//1,1494//1,747//779,true,true,false,12,38,8050087745711267//72057594037927936,-56049965312771//36028797018963968,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",false,not_applicable,false,false,false,0.0,e1ce594da7fc89cb25b574fbced35061aa3fed87b2f2c3f56199250332ff311c,IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;instrument:IEF;instrument:QQQ;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:unit
locked_terminal_v1,Locked terminal audit,documented_complexity,global_safe,weight,80,25,314//1,85//1,229//1,229//314,true,true,true,38,38,8162187676336809//72057594037927936,0//1,"locked 2020-2024 net-utility opportunity quality, first accessed after the frozen validation decision hash",true,OPTIMAL,true,false,false,0.0,d8f3a2e14eb6117b51ef02137027e418580006ce75e9ffb4a8782a1527a6f8f3,DIA__momentum_20__always__h20__unit__horizon__notional_cap_1;EEM__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;EFA__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;EMB__momentum_20__trend_100__h20__unit__horizon__vol_target_10;EWZ__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;FXE__momentum_60__always__h20__unit__signal_flip__notional_cap_1;FXI__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;GDX__mean_reversion_5__trend_100__h20__unit__signal_flip__vol_target_10;GLD__momentum_60__trend_100__h20__unit__horizon__notional_cap_1;HYG__momentum_20__always__h20__unit__horizon__notional_cap_1;IEF__momentum_60__trend_100__h20__unit__horizon__vol_target_10;IWM__mean_reversion_5__always__h5__unit__horizon__notional_cap_1;IYR__mean_reversion_5__always__h5__unit__signal_flip__notional_cap_1;KRE__momentum_20__always__h5__unit__signal_flip__notional_cap_1;LQD__momentum_60__always__h20__unit__horizon__vol_target_10;QQQ__momentum_60__always__h20__unit__horizon__notional_cap_1;SHY__momentum_20__always__h20__half__horizon__notional_cap_1;SLV__momentum_20__trend_100__h5__unit__horizon__notional_cap_1;SPY__momentum_20__trend_100__h20__unit__horizon__notional_cap_1;TLT__mean_reversion_5__trend_100__h5__unit__horizon__notional_cap_1;UNG__mean_reversion_5__trend_100__h5__unit__signal_flip__vol_target_10;USO__momentum_60__always__h5__half__signal_flip__notional_cap_1;UUP__momentum_60__trend_100__h20__unit__signal_flip__notional_cap_1;XLE__mean_reversion_5__always__h20__unit__horizon__notional_cap_1;XLF__momentum_60__always__h20__unit__signal_flip__notional_cap_1,directional_signal:mean_reversion_5;directional_signal:momentum_20;directional_signal:momentum_60;entry_filter:always;entry_filter:trend_100;exit_rule:horizon;exit_rule:signal_flip;holding_horizon:20;holding_horizon:5;instrument:DIA;instrument:EEM;instrument:EFA;instrument:EMB;instrument:EWZ;instrument:FXE;instrument:FXI;instrument:GDX;instrument:GLD;instrument:HYG;instrument:IEF;instrument:IWM;instrument:IYR;instrument:KRE;instrument:LQD;instrument:QQQ;instrument:SHY;instrument:SLV;instrument:SPY;instrument:TLT;instrument:UNG;instrument:USO;instrument:UUP;instrument:XLE;instrument:XLF;risk_constraint:notional_cap_1;risk_constraint:vol_target_10;sizing_rule:half;sizing_rule:unit
