trial_id,strategy_id,module_id,supplied,in_source,is_candidate
1,inactive,module_1,false,true,false
1,inactive,module_2,false,true,false
1,inactive,module_3,false,true,false
1,inactive,module_4,false,true,false
1,strategy_1,module_1,true,true,false
1,strategy_1,module_2,false,true,false
1,strategy_1,module_3,false,true,false
1,strategy_1,module_4,false,true,false
1,strategy_2,module_1,false,true,false
1,strategy_2,module_2,true,true,false
1,strategy_2,module_3,false,true,false
1,strategy_2,module_4,false,true,false
1,strategy_3,module_1,false,true,false
1,strategy_3,module_2,false,true,false
1,strategy_3,module_3,true,true,false
1,strategy_3,module_4,false,true,false
1,strategy_4,module_1,false,true,false
1,strategy_4,module_2,false,true,false
1,strategy_4,module_3,false,true,false
1,strategy_4,module_4,true,true,false
1,candidate_1,module_1,false,false,true
1,candidate_1,module_2,false,false,true
1,candidate_1,module_3,true,false,true
1,candidate_1,module_4,false,false,true
1,candidate_2,module_1,true,false,true
1,candidate_2,module_2,false,false,true
1,candidate_2,module_3,false,false,true
1,candidate_2,module_4,false,false,true
2,inactive,module_1,false,true,false
2,inactive,module_2,false,true,false
2,inactive,module_3,false,true,false
2,inactive,module_4,false,true,false
2,strategy_1,module_1,true,true,false
2,strategy_1,module_2,false,true,false
2,strategy_1,module_3,true,true,false
2,strategy_1,module_4,false,true,false
2,strategy_2,module_1,false,true,false
2,strategy_2,module_2,true,true,false
2,strategy_2,module_3,true,true,false
2,strategy_2,module_4,false,true,false
2,strategy_3,module_1,true,true,false
2,strategy_3,module_2,false,true,false
2,strategy_3,module_3,true,true,false
2,strategy_3,module_4,false,true,false
2,strategy_4,module_1,false,true,false
2,strategy_4,module_2,false,true,false
2,strategy_4,module_3,true,true,false
2,strategy_4,module_4,true,true,false
2,candidate_1,module_1,false,false,true
2,candidate_1,module_2,false,false,true
2,candidate_1,module_3,true,false,true
2,candidate_1,module_4,true,false,true
2,candidate_2,module_1,false,false,true
2,candidate_2,module_2,true,false,true
2,candidate_2,module_3,false,false,true
2,candidate_2,module_4,true,false,true
3,inactive,module_1,false,true,false
3,inactive,module_2,false,true,false
3,inactive,module_3,false,true,false
3,inactive,module_4,false,true,false
3,inactive,module_5,false,true,false
3,strategy_1,module_1,true,true,false
3,strategy_1,module_2,false,true,false
3,strategy_1,module_3,false,true,false
