trial_id,carrier,remaining_horizon,belief,action,action_value,selected,maximizing_tie_count,menu_size,raw_library_ids,frontier,closure
1,L00,1,1,continue,23//4,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,1,2,continue,23//4,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,1,3,continue,6//1,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,2,1,continue,161//16,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,2,2,continue,653//64,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,2,3,continue,663//64,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,3,1,continue,13697//1024,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,3,2,continue,6907//512,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,3,3,continue,13929//1024,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,4,1,continue,259625//16384,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,4,2,continue,261011//16384,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L00,4,3,continue,65841//4096,true,1,1,base_1;base_2;base_3;inactive,23//4;23//4;6//1,core_a;core_b;core_c
1,L01,1,1,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,1,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,1,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,2,continue,23//4,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,2,research:project_1,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,2,research:project_2,21//4,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,3,continue,6//1,true,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,3,research:project_1,11//2,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,1,3,research:project_2,11//2,false,1,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,1,continue,161//16,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,1,research:project_1,333//32,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,1,research:project_2,333//32,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,2,continue,653//64,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,2,research:project_1,3087//256,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,2,research:project_2,3087//256,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,3,continue,663//64,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,3,research:project_1,3037//256,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,2,3,research:project_2,3037//256,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,1,continue,59327//4096,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,1,research:project_1,253623//16384,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,1,research:project_2,253623//16384,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,2,continue,30073//2048,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,2,research:project_1,141009//8192,true,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,2,research:project_2,141009//8192,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
1,L01,3,3,continue,57663//4096,false,2,3,base_1;base_2;base_3;closure_carrier;inactive,23//4;23//4;6//1,bridge;core_a;core_b;core_c;trigger_a;trigger_b
