trial_id,strategy_id,belief,profile_value,in_source,is_candidate,is_inactive
1,inactive,1,0//1,true,false,true
1,inactive,2,0//1,true,false,true
1,inactive,3,0//1,true,false,true
1,base_1,1,23//4,true,false,false
1,base_1,2,7//4,true,false,false
1,base_1,3,9//4,true,false,false
1,base_2,1,2//1,true,false,false
1,base_2,2,23//4,true,false,false
1,base_2,3,2//1,true,false,false
1,base_3,1,9//4,true,false,false
1,base_3,2,7//4,true,false,false
1,base_3,3,6//1,true,false,false
1,frontier_addition,1,1//1,true,false,false
1,frontier_addition,2,3//4,true,false,false
1,frontier_addition,3,33//4,true,false,false
1,closure_carrier,1,5//4,true,false,false
1,closure_carrier,2,1//1,true,false,false
1,closure_carrier,3,1//1,true,false,false
1,descendant_1,1,35//4,false,true,false
1,descendant_1,2,27//4,false,true,false
1,descendant_1,3,45//4,false,true,false
1,descendant_2,1,43//4,false,true,false
1,descendant_2,2,39//4,false,true,false
1,descendant_2,3,53//4,false,true,false
2,inactive,1,0//1,true,false,true
2,inactive,2,0//1,true,false,true
2,inactive,3,0//1,true,false,true
2,base_1,1,15//4,true,false,false
2,base_1,2,17//4,true,false,false
2,base_1,3,4//1,true,false,false
2,base_2,1,7//4,true,false,false
2,base_2,2,2//1,true,false,false
2,base_2,3,2//1,true,false,false
2,base_3,1,3//4,true,false,false
2,base_3,2,3//4,true,false,false
2,base_3,3,3//4,true,false,false
2,frontier_addition,1,13//4,true,false,false
2,frontier_addition,2,11//4,true,false,false
2,frontier_addition,3,21//4,true,false,false
2,closure_carrier,1,1//1,true,false,false
2,closure_carrier,2,3//4,true,false,false
2,closure_carrier,3,5//4,true,false,false
2,descendant_1,1,23//4,false,true,false
2,descendant_1,2,21//4,false,true,false
2,descendant_1,3,25//4,false,true,false
2,descendant_2,1,31//4,false,true,false
2,descendant_2,2,25//4,false,true,false
2,descendant_2,3,37//4,false,true,false
3,inactive,1,0//1,true,false,true
3,inactive,2,0//1,true,false,true
3,inactive,3,0//1,true,false,true
3,base_1,1,4//1,true,false,false
3,base_1,2,15//4,true,false,false
3,base_1,3,17//4,true,false,false
3,base_2,1,9//4,true,false,false
3,base_2,2,7//4,true,false,false
3,base_2,3,9//4,true,false,false
3,base_3,1,5//4,true,false,false
3,base_3,2,5//4,true,false,false
3,base_3,3,5//4,true,false,false
3,frontier_addition,1,11//4,true,false,false
3,frontier_addition,2,3//1,true,false,false
3,frontier_addition,3,21//4,true,false,false
3,closure_carrier,1,1//1,true,false,false
3,closure_carrier,2,5//4,true,false,false
3,closure_carrier,3,5//4,true,false,false
3,descendant_1,1,5//1,false,true,false
3,descendant_1,2,27//4,false,true,false
3,descendant_1,3,33//4,false,true,false
3,descendant_2,1,6//1,false,true,false
3,descendant_2,2,35//4,false,true,false
3,descendant_2,3,41//4,false,true,false
4,inactive,1,0//1,true,false,true
4,inactive,2,0//1,true,false,true
4,inactive,3,0//1,true,false,true
4,base_1,1,15//4,true,false,false
4,base_1,2,17//4,true,false,false
4,base_1,3,15//4,true,false,false
4,base_2,1,9//4,true,false,false
4,base_2,2,7//4,true,false,false
4,base_2,3,7//4,true,false,false
4,base_3,1,5//4,true,false,false
4,base_3,2,5//4,true,false,false
4,base_3,3,3//4,true,false,false
4,frontier_addition,1,11//4,true,false,false
4,frontier_addition,2,3//1,true,false,false
4,frontier_addition,3,21//4,true,false,false
4,closure_carrier,1,1//1,true,false,false
4,closure_carrier,2,5//4,true,false,false
4,closure_carrier,3,3//4,true,false,false
4,descendant_1,1,19//4,false,true,false
4,descendant_1,2,25//4,false,true,false
4,descendant_1,3,33//4,false,true,false
4,descendant_2,1,31//4,false,true,false
4,descendant_2,2,33//4,false,true,false
4,descendant_2,3,45//4,false,true,false
5,inactive,1,0//1,true,false,true
5,inactive,2,0//1,true,false,true
5,inactive,3,0//1,true,false,true
5,base_1,1,6//1,true,false,false
5,base_1,2,9//4,true,false,false
5,base_1,3,2//1,true,false,false
5,base_2,1,7//4,true,false,false
5,base_2,2,23//4,true,false,false
5,base_2,3,7//4,true,false,false
5,base_3,1,9//4,true,false,false
5,base_3,2,7//4,true,false,false
5,base_3,3,25//4,true,false,false
5,frontier_addition,1,5//4,true,false,false
5,frontier_addition,2,8//1,true,false,false
5,frontier_addition,3,1//1,true,false,false
5,closure_carrier,1,1//1,true,false,false
5,closure_carrier,2,3//4,true,false,false
5,closure_carrier,3,3//4,true,false,false
5,descendant_1,1,9//1,false,true,false
5,descendant_1,2,11//1,false,true,false
5,descendant_1,3,33//4,false,true,false
5,descendant_2,1,11//1,false,true,false
5,descendant_2,2,14//1,false,true,false
5,descendant_2,3,45//4,false,true,false
6,inactive,1,0//1,true,false,true
6,inactive,2,0//1,true,false,true
6,inactive,3,0//1,true,false,true
6,base_1,1,23//4,true,false,false
6,base_1,2,2//1,true,false,false
6,base_1,3,9//4,true,false,false
6,base_2,1,7//4,true,false,false
6,base_2,2,23//4,true,false,false
6,base_2,3,7//4,true,false,false
6,base_3,1,9//4,true,false,false
6,base_3,2,2//1,true,false,false
6,base_3,3,25//4,true,false,false
6,frontier_addition,1,3//4,true,false,false
6,frontier_addition,2,1//1,true,false,false
6,frontier_addition,3,8//1,true,false,false
6,closure_carrier,1,1//1,true,false,false
6,closure_carrier,2,5//4,true,false,false
6,closure_carrier,3,3//4,true,false,false
6,descendant_1,1,27//4,false,true,false
6,descendant_1,2,27//4,false,true,false
6,descendant_1,3,9//1,false,true,false
6,descendant_2,1,31//4,false,true,false
